ep_returns,ep_lens
14.174428283401534,39.66942148760331
14.228622395074133,40.0
14.205569097276838,39.66942148760331
13.801344409880727,38.4
13.991697603231149,39.02439024390244
14.386439695920775,39.34426229508197
14.727017644197709,40.0
14.53421777125319,39.66942148760331
15.450995986404305,41.37931034482759
15.498656517227085,41.02564102564103
